egsq4-o2ynw-jmtrr-iusnx-snp5o-iwbz4-eujes-aeadp-h44j5-mklim-eqe,LenGte(6),1
7ns3b-6qxjx-s7c4c-mf5hz-yylyy-4psrs-4kcde-bhewd-vv5mo-wopb4-nae,LenGte(6),1
p6p54-rnn6o-nrjzf-fjbmj-ohpio-4jvtv-biwfu-cp4rq-g5z4x-yeftl-aqe,LenGte(6),1
l5ntk-5jhvy-wlmwh-736hp-ci5cf-xrhqp-hecrq-wbvd3-kkjmz-s7lsu-nae,LenGte(6),1
brsa5-wy6ie-p6kat-jrz4x-vgohk-3usk7-xib46-leyqt-7czlg-wx5ah-bqe,LenGte(6),1
u3tmm-kbqvh-cbo5c-rpo5q-d7aaq-ba4gm-v76g5-smjha-yqyw6-ncsgh-zae,LenGte(7),15
ep4zt-hugki-bwv63-ql5ls-kwmlo-aifqt-mcde5-qkb72-vl7hc-r4q5f-cqe,LenGte(7),1
akreb-jnqis-5g4vh-jmxt6-urlz3-yjrtd-kydjj-63pwp-jr3md-lwvwb-qae,LenGte(7),2
